"index","NAFOdiv","year","std.anomaly"
"spring bloom timing","OB1EF",2003,-0.181656863123509
"spring bloom timing","OB1EF",2004,-0.421243021284713
"spring bloom timing","OB1EF",2005,-0.912554811349692
"spring bloom timing","OB1EF",2006,0.145190424476618
"spring bloom timing","OB1EF",2007,-0.302566682016261
"spring bloom timing","OB1EF",2008,1.23242000364356
"spring bloom timing","OB1EF",2009,0.531615123700908
"spring bloom timing","OB1EF",2010,-0.0309679965529833
"spring bloom timing","OB1EF",2011,-1.06412687947761
"spring bloom timing","OB1EF",2012,0.187273409271076
"spring bloom timing","OB1EF",2013,0.492346206952743
"spring bloom timing","OB1EF",2014,0.237054840017343
"spring bloom timing","OB1EF",2015,-0.281374985582869
"spring bloom timing","OB1EF",2016,0.54168999131944
"spring bloom timing","OB1EF",2017,-0.247592556493901
"spring bloom timing","OB1EF",2018,-1.28401326770572
"spring bloom timing","OB1EF",2019,0.0296241512006377
"spring bloom timing","OB1EF",2020,1.32888291300495
"spring bloom timing","OB1EF",2021,-0.118081773823332
"spring bloom timing","OB1EF",2022,-0.446730598403371
"spring bloom timing","OB1EF",2023,0.938911795017647
"spring bloom timing","3M",2003,2.38545214740466
"spring bloom timing","3M",2004,0.632411452060899
"spring bloom timing","3M",2005,-0.367868466665781
"spring bloom timing","3M",2006,-1.20704051023451
"spring bloom timing","3M",2007,0.42200960758445
"spring bloom timing","3M",2008,-0.403012442901852
"spring bloom timing","3M",2009,-0.419135757381364
"spring bloom timing","3M",2010,0.697828735858907
"spring bloom timing","3M",2011,0.440568256401031
"spring bloom timing","3M",2012,-0.421571091718431
"spring bloom timing","3M",2013,-0.589984969887587
"spring bloom timing","3M",2014,-0.342003814837999
"spring bloom timing","3M",2015,0.230628424864562
"spring bloom timing","3M",2016,-0.0593406964923199
"spring bloom timing","3M",2017,1.56043009691835
"spring bloom timing","3M",2018,-1.2744311154296
"spring bloom timing","3M",2019,-0.113043321544971
"spring bloom timing","3M",2020,-1.17189653399844
"spring bloom timing","3M",2021,-0.398603787167698
"spring bloom timing","3M",2022,1.35246358677897
"spring bloom timing","3M",2023,0.896515921589999
"spring bloom timing","3LNO",2003,1.57029635827675
"spring bloom timing","3LNO",2004,0.273009061219281
"spring bloom timing","3LNO",2005,-0.616196977701501
"spring bloom timing","3LNO",2006,-0.437826746945425
"spring bloom timing","3LNO",2007,0.326761271846358
"spring bloom timing","3LNO",2008,0.392804253343198
"spring bloom timing","3LNO",2009,-0.76757425271551
"spring bloom timing","3LNO",2010,-1.41260078024044
"spring bloom timing","3LNO",2011,-0.55015399620466
"spring bloom timing","3LNO",2012,-0.994873866093583
"spring bloom timing","3LNO",2013,-0.760340010707884
"spring bloom timing","3LNO",2014,0.483195075722508
"spring bloom timing","3LNO",2015,1.55800558740699
"spring bloom timing","3LNO",2016,-0.689240500348902
"spring bloom timing","3LNO",2017,1.24296026650921
"spring bloom timing","3LNO",2018,-0.562444767074424
"spring bloom timing","3LNO",2019,0.617458751861668
"spring bloom timing","3LNO",2020,0.326761271846358
"spring bloom timing","3LNO",2021,-0.0543270305482625
"spring bloom timing","3LNO",2022,0.539358700352125
"spring bloom timing","3LNO",2023,0.434265693100512
"spring bloom timing","234",2003,0.448272720947394
"spring bloom timing","234",2004,0.250695639723363
"spring bloom timing","234",2005,-0.825331394348636
"spring bloom timing","234",2006,-0.941805662024481
"spring bloom timing","234",2007,0.49402185640938
"spring bloom timing","234",2008,-0.0723884909935702
"spring bloom timing","234",2009,0.514698111576597
"spring bloom timing","234",2010,-0.724796285842324
"spring bloom timing","234",2011,0.165324430245191
"spring bloom timing","234",2012,-0.70780887698942
"spring bloom timing","234",2013,0.373374672214528
"spring bloom timing","234",2014,0.16978156637992
"spring bloom timing","234",2015,0.565634910246681
"spring bloom timing","234",2016,-0.0177891984966548
"spring bloom timing","234",2017,0.221118880255521
"spring bloom timing","234",2018,0.428168795706395
"spring bloom timing","234",2019,-0.0969124583451974
"spring bloom timing","234",2020,-0.244259216664684
"spring bloom timing","234",2021,-1.03240805328546
"spring bloom timing","234",2022,-1.06927279429981
"spring bloom timing","234",2023,0.71231251661066
"spring bloom intensity","OB1EF",2003,0.167154290678091
"spring bloom intensity","OB1EF",2004,-0.468558860659818
"spring bloom intensity","OB1EF",2005,-0.807394619050431
"spring bloom intensity","OB1EF",2006,-0.0964465896244985
"spring bloom intensity","OB1EF",2007,-0.170928956933733
"spring bloom intensity","OB1EF",2008,0.277381455211601
"spring bloom intensity","OB1EF",2009,-0.114332347324614
"spring bloom intensity","OB1EF",2010,-0.32593498845376
"spring bloom intensity","OB1EF",2011,-0.509051580872164
"spring bloom intensity","OB1EF",2012,0.188323741774879
"spring bloom intensity","OB1EF",2013,-0.00588838822105713
"spring bloom intensity","OB1EF",2014,0.415952364145625
"spring bloom intensity","OB1EF",2015,0.907129270863702
"spring bloom intensity","OB1EF",2016,0.24905299236494
"spring bloom intensity","OB1EF",2017,0.0837804598768113
"spring bloom intensity","OB1EF",2018,0.108945504240159
"spring bloom intensity","OB1EF",2019,-0.0980905728610186
"spring bloom intensity","OB1EF",2020,0.198906824845291
"spring bloom intensity","OB1EF",2021,-0.219516526810253
"spring bloom intensity","OB1EF",2022,0.195967350809551
"spring bloom intensity","OB1EF",2023,0.687962742479153
"spring bloom intensity","3M",2003,-0.390260940628284
"spring bloom intensity","3M",2004,-0.211744084454603
"spring bloom intensity","3M",2005,1.34805819366304
"spring bloom intensity","3M",2006,0.889567947078873
"spring bloom intensity","3M",2007,-0.461068170895117
"spring bloom intensity","3M",2008,-0.660820284555318
"spring bloom intensity","3M",2009,0.733995404659833
"spring bloom intensity","3M",2010,0.447224039200006
"spring bloom intensity","3M",2011,-0.855896082727346
"spring bloom intensity","3M",2012,0.298875705172452
"spring bloom intensity","3M",2013,0.336442068008912
"spring bloom intensity","3M",2014,-0.894314632152935
"spring bloom intensity","3M",2015,-0.519564927155995
"spring bloom intensity","3M",2016,-0.467663359777275
"spring bloom intensity","3M",2017,-0.512873266584646
"spring bloom intensity","3M",2018,1.17234508011535
"spring bloom intensity","3M",2019,0.232172935417426
"spring bloom intensity","3M",2020,-0.484475624384379
"spring bloom intensity","3M",2021,0.0987533879433475
"spring bloom intensity","3M",2022,-0.16564483337482
"spring bloom intensity","3M",2023,-0.837705840268301
"spring bloom intensity","3LNO",2003,-0.301506368164029
"spring bloom intensity","3LNO",2004,-0.126517735276467
"spring bloom intensity","3LNO",2005,-1.01139147611534
"spring bloom intensity","3LNO",2006,-0.252914389485906
"spring bloom intensity","3LNO",2007,-0.062353407286556
"spring bloom intensity","3LNO",2008,1.18459089887016
"spring bloom intensity","3LNO",2009,0.19272581435389
"spring bloom intensity","3LNO",2010,0.814472373522667
"spring bloom intensity","3LNO",2011,0.643008534110765
"spring bloom intensity","3LNO",2012,-0.57896039413697
"spring bloom intensity","3LNO",2013,-0.123541685902539
"spring bloom intensity","3LNO",2014,0.75574639870833
"spring bloom intensity","3LNO",2015,-0.312491014192503
"spring bloom intensity","3LNO",2016,-0.988467471206008
"spring bloom intensity","3LNO",2017,-0.725817403463668
"spring bloom intensity","3LNO",2018,0.657465135500951
"spring bloom intensity","3LNO",2019,-0.572931665263564
"spring bloom intensity","3LNO",2020,0.80888385542679
"spring bloom intensity","3LNO",2021,-0.98182643030708
"spring bloom intensity","3LNO",2022,-1.11621784443963
"spring bloom intensity","3LNO",2023,-0.84749550159499
"spring bloom intensity","234",2003,0.832136274091354
"spring bloom intensity","234",2004,-0.201227207576293
"spring bloom intensity","234",2005,-0.51449297165729
"spring bloom intensity","234",2006,0.692649008657856
"spring bloom intensity","234",2007,0.0142898756210025
"spring bloom intensity","234",2008,-0.417331524215119
"spring bloom intensity","234",2009,0.266460706098428
"spring bloom intensity","234",2010,0.36896970139253
"spring bloom intensity","234",2011,0.502387267355962
"spring bloom intensity","234",2012,-0.105837386100229
"spring bloom intensity","234",2013,-0.175094401119742
"spring bloom intensity","234",2014,-0.426270469102047
"spring bloom intensity","234",2015,0.254438427607954
"spring bloom intensity","234",2016,-0.441541391909985
"spring bloom intensity","234",2017,-0.815362099028414
"spring bloom intensity","234",2018,0.29712507947887
"spring bloom intensity","234",2019,-0.0299882233702183
"spring bloom intensity","234",2020,-0.101310666224618
"spring bloom intensity","234",2021,0.098090467542978
"spring bloom intensity","234",2022,-0.311406979128686
"spring bloom intensity","234",2023,0.090093658131764
"copepod abundance","3M",1999,-1.44728639746065
"copepod abundance","3M",2000,-1.94690392030924
"copepod abundance","3M",2001,0.0333581605183191
"copepod abundance","3M",2002,-1.30494414286397
"copepod abundance","3M",2003,-0.728985526127445
"copepod abundance","3M",2004,-0.661999107876455
"copepod abundance","3M",2005,0.821929014534067
"copepod abundance","3M",2006,0.280726585306481
"copepod abundance","3M",2007,0.200749248285165
"copepod abundance","3M",2008,0.424006978501828
"copepod abundance","3M",2009,1.36317303731873
"copepod abundance","3M",2010,1.56989969129101
"copepod abundance","3M",2011,-0.439387634850376
"copepod abundance","3M",2012,0.381970856753018
"copepod abundance","3M",2013,0.134328248837933
"copepod abundance","3M",2014,-1.29198332516189
"copepod abundance","3M",2015,0.311952402471182
"copepod abundance","3M",2016,1.76601519044315
"copepod abundance","3M",2017,0.879697125184669
"copepod abundance","3M",2018,0.582769146350066
"copepod abundance","3M",2019,-0.886769473308078
"copepod abundance","3M",2020,-0.0423161578374709
"copepod abundance","3M",2021,1.02443664520757
"copepod abundance","3M",2022,-1.9177001154899
"copepod abundance","3M",2023,-0.773325347760985
"copepod abundance","3LNO",1999,-1.43081745393864
"copepod abundance","3LNO",2000,-0.923383332185406
"copepod abundance","3LNO",2001,-1.29353676146161
"copepod abundance","3LNO",2002,-0.317026814479458
"copepod abundance","3LNO",2003,-0.772792737415143
"copepod abundance","3LNO",2004,-1.01822460346624
"copepod abundance","3LNO",2005,-0.231707707776952
"copepod abundance","3LNO",2006,-0.99227909996743
"copepod abundance","3LNO",2007,0.148081388197403
"copepod abundance","3LNO",2008,-0.558821264847792
"copepod abundance","3LNO",2009,0.18748542692041
"copepod abundance","3LNO",2010,0.913784936122228
"copepod abundance","3LNO",2011,0.403930464818613
"copepod abundance","3LNO",2012,0.313149003518019
"copepod abundance","3LNO",2013,-0.0322262189104806
"copepod abundance","3LNO",2014,0.489470294951061
"copepod abundance","3LNO",2015,0.476338069857733
"copepod abundance","3LNO",2016,1.56399714893098
"copepod abundance","3LNO",2017,1.33248580710949
"copepod abundance","3LNO",2018,0.167593229245697
"copepod abundance","3LNO",2019,0.731960067521704
"copepod abundance","3LNO",2020,0.842540157255788
"copepod abundance","3LNO",2021,1.71975525830142
"copepod abundance","3LNO",2022,0.542826127784461
"copepod abundance","3LNO",2023,0.596031085511209
"copepod abundance","234",1999,-0.341187874044935
"copepod abundance","234",2000,-0.714322509106209
"copepod abundance","234",2001,-0.287365018867157
"copepod abundance","234",2002,-0.407504239946497
"copepod abundance","234",2003,0.0587299862104378
"copepod abundance","234",2004,0.239011612744565
"copepod abundance","234",2005,0.391234769105322
"copepod abundance","234",2006,0.252539525218948
"copepod abundance","234",2007,0.0177795486210242
"copepod abundance","234",2008,-0.0788067045449217
"copepod abundance","234",2009,-0.338991038542018
"copepod abundance","234",2010,0.4632970644243
"copepod abundance","234",2011,-0.00432092428493749
"copepod abundance","234",2012,-0.525753543098891
"copepod abundance","234",2013,-0.136474565678042
"copepod abundance","234",2014,-0.265589259107652
"copepod abundance","234",2015,0.34668965820649
"copepod abundance","234",2016,0.839836036323683
"copepod abundance","234",2017,0.323798034316777
"copepod abundance","234",2018,-0.187022633970007
"copepod abundance","234",2019,0.303827526685681
"copepod abundance","234",2020,0.838743598395282
"copepod abundance","234",2021,0.8947019570553
"copepod abundance","234",2022,-0.0244042387061946
"copepod abundance","234",2023,-0.582550149759064
"zooplankton biomass","3M",1999,-0.916150844707341
"zooplankton biomass","3M",2000,-2.57160716693392
"zooplankton biomass","3M",2001,0.215750686552302
"zooplankton biomass","3M",2002,1.42723448168508
"zooplankton biomass","3M",2003,-0.708881970006031
"zooplankton biomass","3M",2004,-1.27682972145194
"zooplankton biomass","3M",2005,-0.108383970205825
"zooplankton biomass","3M",2006,0.537836960787434
"zooplankton biomass","3M",2007,-0.0462979045150553
"zooplankton biomass","3M",2008,-0.506133094751314
"zooplankton biomass","3M",2009,1.21750772922215
"zooplankton biomass","3M",2010,0.956037080727656
"zooplankton biomass","3M",2011,0.733796413397742
"zooplankton biomass","3M",2012,-0.129645693481544
"zooplankton biomass","3M",2013,-0.0409915832071026
"zooplankton biomass","3M",2014,0.178267454172217
"zooplankton biomass","3M",2015,-0.273966033442606
"zooplankton biomass","3M",2016,2.23247921082209
"zooplankton biomass","3M",2017,-0.637562423393578
"zooplankton biomass","3M",2018,0.325093992419941
"zooplankton biomass","3M",2019,-0.179258305078879
"zooplankton biomass","3M",2020,-0.428295298611488
"zooplankton biomass","3M",2021,0.961111054059928
"zooplankton biomass","3M",2022,0.0170922050717453
"zooplankton biomass","3M",2023,-0.735539058193068
"zooplankton biomass","3LNO",1999,-0.850912598843263
"zooplankton biomass","3LNO",2000,-0.302745088448158
"zooplankton biomass","3LNO",2001,-0.244494257371112
"zooplankton biomass","3LNO",2002,2.14812597065759
"zooplankton biomass","3LNO",2003,0.402802479196855
"zooplankton biomass","3LNO",2004,0.751459431072476
"zooplankton biomass","3LNO",2005,-0.25189640328109
"zooplankton biomass","3LNO",2006,0.230324171561719
"zooplankton biomass","3LNO",2007,0.621280192005755
"zooplankton biomass","3LNO",2008,-0.679572845448696
"zooplankton biomass","3LNO",2009,0.0839082713425781
"zooplankton biomass","3LNO",2010,0.205853022965
"zooplankton biomass","3LNO",2011,-0.0961743192204774
"zooplankton biomass","3LNO",2012,-0.987462162460812
"zooplankton biomass","3LNO",2013,-0.877650850366564
"zooplankton biomass","3LNO",2014,-0.967100755243673
"zooplankton biomass","3LNO",2015,-0.168199928687769
"zooplankton biomass","3LNO",2016,-0.329529444791555
"zooplankton biomass","3LNO",2017,1.1260417880769
"zooplankton biomass","3LNO",2018,0.553530322783539
"zooplankton biomass","3LNO",2019,-0.495885071521776
"zooplankton biomass","3LNO",2020,0.128298076022533
"zooplankton biomass","3LNO",2021,0.601890281866771
"zooplankton biomass","3LNO",2022,0.237853137928086
"zooplankton biomass","3LNO",2023,-0.174476423360084
"zooplankton biomass","234",1999,-0.908249643550729
"zooplankton biomass","234",2000,-1.23514851196067
"zooplankton biomass","234",2001,0.373041544814648
"zooplankton biomass","234",2002,0.767006983566397
"zooplankton biomass","234",2003,0.822200700927698
"zooplankton biomass","234",2004,0.303650738525545
"zooplankton biomass","234",2005,0.409618422775412
"zooplankton biomass","234",2006,0.430372597237543
"zooplankton biomass","234",2007,0.534145124944403
"zooplankton biomass","234",2008,-0.158114475604637
"zooplankton biomass","234",2009,-0.138340368942799
"zooplankton biomass","234",2010,0.344256994459382
"zooplankton biomass","234",2011,0.113500493790767
"zooplankton biomass","234",2012,-0.608986227851746
"zooplankton biomass","234",2013,-0.116220716762362
"zooplankton biomass","234",2014,-0.354297989690257
"zooplankton biomass","234",2015,-0.578232860543272
"zooplankton biomass","234",2016,0.156742321671403
"zooplankton biomass","234",2017,0.0377427434193264
"zooplankton biomass","234",2018,0.164151558406177
"zooplankton biomass","234",2019,-0.324593502767474
"zooplankton biomass","234",2020,0.321177004264766
"zooplankton biomass","234",2021,0.800852766682803
"zooplankton biomass","234",2022,-0.0244942749244114
"zooplankton biomass","234",2023,-0.0452482822078963
